Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
IMMUNE PLUS+,SUPLEMENTS,,,BOX,5,Brand 2727,11,15-06-2026,500,Tax 5%,5,Exclusive,1000,0,,,
ALPHA LIPOIC ACID,SUPLEMENTS,,,BOX,5,Brand 2728,11,16-06-2026,4500,Tax 5%,5,Exclusive,5000,9,,,
CREATININE NUTREX,SUPLEMENTS,,,BOX,5,Brand 2729,11,17-06-2026,0,Tax 5%,5,Exclusive,8000,0,,,
ROBB BOTTLE 23ML,CREAMS AND LOTIONS,,,BOX,5,Brand 2730,11,18-06-2026,250,Tax 5%,5,Exclusive,300,20,,,
BETNOVATE-C,CREAMS AND LOTIONS,,,BOX,5,Brand 2731,11,19-06-2026,1000,Tax 5%,5,Exclusive,1200,8,,,
RELOAD EXTRA,SUPLEMENTS,,,BOX,5,Brand 2732,11,20-06-2026,5000,Tax 5%,5,Exclusive,5500,-1,,,
OPTREX EYE WASH,CREAMS AND LOTIONS,,,BOX,5,Brand 2733,11,21-06-2026,4000,Tax 5%,5,Exclusive,4500,8,,,
PARKALIN SYRUP,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2734,11,22-06-2026,0,Tax 5%,5,Exclusive,250,14,,,
BIOSPHERE(BYMOL 0.5%) EYE,EYE /EAR DROPS,,,BOX,5,Brand 2735,11,23-06-2026,0,Tax 5%,5,Exclusive,500,2,,,
MYMIN SYR,MULTIVITAMIN,,,BOX,5,Brand 2736,11,24-06-2026,1250,Tax 5%,5,Exclusive,1500,-1,,,
CIPRODINE CAP,MULTIVITAMIN,,,BOX,5,Brand 2737,11,25-06-2026,0,Tax 5%,5,Exclusive,2000,1,,,
STRESS DEFENCE SACHET,MULTIVITAMIN,,,BOX,5,Brand 2738,11,26-06-2026,1300,Tax 5%,5,Exclusive,1500,19,,,
GIROBA CAPS,MULTIVITAMIN,,,BOX,5,Brand 2739,11,27-06-2026,0,Tax 5%,5,Exclusive,3000,2,,,
PEPTO BISMOL SMALL,ANTACIDS,,,BOX,5,Brand 2740,11,28-06-2026,2600,Tax 5%,5,Exclusive,3000,0,,,
SEPTRIN 80/400MG(BRANDED),ANTI-BIOTICS,,,BOX,5,Brand 2741,11,29-06-2026,500,Tax 5%,5,Exclusive,600,24,,,
NIVEA CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 2742,11,30-06-2026,2100,Tax 5%,5,Exclusive,2200,15,,,
CREATININE WEIDER,SUPLEMENTS,,,BOX,5,Brand 2743,11,01-07-2026,0,Tax 5%,5,Exclusive,7000,0,,,
TETMOSOL SOAP SMALL,SOAP,,,BOX,5,Brand 2744,11,02-07-2026,200,Tax 5%,5,Exclusive,250,24,,,
LOKO BALM,CREAMS AND LOTIONS,,,BOX,5,Brand 2745,11,03-07-2026,290,Tax 5%,5,Exclusive,450,25,,,
VITAMIN A MASON,SUPLEMENTS,,,BOX,5,Brand 2746,11,04-07-2026,2800,Tax 5%,5,Exclusive,3200,14,,,
SYNALAR-C CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 2747,11,05-07-2026,0,Tax 5%,5,Exclusive,1000,0,,,
RELOAD FOR MEN BY 30,SUPLEMENTS,,,BOX,5,Brand 2748,11,06-07-2026,3300,Tax 5%,5,Exclusive,4000,1,,,
FLIXONASE 50MG NASAL SPRAY,CREAMS AND LOTIONS,,,BOX,5,Brand 2749,11,07-07-2026,2200,Tax 5%,5,Exclusive,2500,0,,,
MANDANOL EYE DROPS,EYE /EAR DROPS,,,BOX,5,Brand 2750,11,08-07-2026,0,Tax 5%,5,Exclusive,6000,1,,,
HALIBORANGE BABY & TODDLER,MULTIVITAMIN,,,BOX,5,Brand 2751,11,09-07-2026,3800,Tax 5%,5,Exclusive,4000,0,,,
LAMIVUDINE CAP,SUPLEMENTS,,,BOX,5,Brand 2752,11,10-07-2026,2600,Tax 5%,5,Exclusive,3000,4,,,
MOKO BICARBONATE BY SODA,ANTACIDS,,,BOX,5,Brand 2753,11,11-07-2026,200,Tax 5%,5,Exclusive,300,11,,,
NOVALGIN,ANALGESIC,,,BOX,5,Brand 2754,11,12-07-2026,80,Tax 5%,5,Exclusive,100,54,,,
STRESS FORMULA WITH IRON,SUPLEMENTS,,,BOX,5,Brand 2755,11,13-07-2026,0,Tax 5%,5,Exclusive,2500,1,,,
AMINO 6000,SUPLEMENTS,,,BOX,5,Brand 2756,11,14-07-2026,5000,Tax 5%,5,Exclusive,6000,2,,,
EVA SOAP,SOAP,,,BOX,5,Brand 2757,11,15-07-2026,350,Tax 5%,5,Exclusive,400,20,,,
DAMATOL SMALL,CREAMS AND LOTIONS,,,BOX,5,Brand 2758,11,16-07-2026,460,Tax 5%,5,Exclusive,500,10,,,
VITAMIN D3 100IU MASON,SUPLEMENTS,,,BOX,5,Brand 2759,11,17-07-2026,3000,Tax 5%,5,Exclusive,3500,-2,,,
GRESIO CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 2760,11,18-07-2026,0,Tax 5%,5,Exclusive,600,3,,,
TIOCOSID CM (DERMAL CREAM),CREAMS AND LOTIONS,,,BOX,5,Brand 2761,11,19-07-2026,1500,Tax 5%,5,Exclusive,1800,31,,,
EM-VIT C  DROPS,MULTIVITAMIN,,,BOX,5,Brand 2762,11,20-07-2026,300,Tax 5%,5,Exclusive,350,-13,,,
COLLOMAK SOLUTION,EYE /EAR DROPS,,,BOX,5,Brand 2763,11,21-07-2026,1000,Tax 5%,5,Exclusive,1100,1,,,
HALIBORANGE OMEGA-3 DHA,MULTIVITAMIN,,,BOX,5,Brand 2764,11,22-07-2026,6000,Tax 5%,5,Exclusive,6500,1,,,
NNEVIRAPINE TAB USP,MULTIVITAMIN,,,BOX,5,Brand 2765,11,23-07-2026,0,Tax 5%,5,Exclusive,2500,2,,,
SUDAFE DECOGESTANT TAB,SUPLEMENTS,,,BOX,5,Brand 2766,11,24-07-2026,0,Tax 5%,5,Exclusive,2500,2,,,
WELLWOMAN PLUS 369,MULTIVITAMIN,,,BOX,5,Brand 2767,11,25-07-2026,7000,Tax 5%,5,Exclusive,8000,3,,,
MAGNESIUM TRISILICATE,ANTACIDS,,,BOX,5,Brand 2768,11,26-07-2026,0,Tax 5%,5,Exclusive,300,1,,,
EMMOX CAPS,ANTI-BIOTICS,,,BOX,5,Brand 2769,11,27-07-2026,250,Tax 5%,5,Exclusive,400,58,,,
STRESS FORMULA WITH ZINC,SUPLEMENTS,,,BOX,5,Brand 2770,11,28-07-2026,0,Tax 5%,5,Exclusive,2500,3,,,
GLUTATHIONE JARROW,SUPLEMENTS,,,BOX,5,Brand 2771,11,29-07-2026,10000,Tax 5%,5,Exclusive,12000,0,,,
ORAL-B MOUTH WASH 500ML,SERVICES,,,BOX,5,Brand 2772,11,30-07-2026,1800,Tax 5%,5,Exclusive,2000,3,,,
VITAMIN B1 MASON,SUPLEMENTS,,,BOX,5,Brand 2773,11,31-07-2026,3800,Tax 5%,5,Exclusive,4500,3,,,
ACYCLOVIN OITMENT,CREAMS AND LOTIONS,,,BOX,5,Brand 2774,11,01-08-2026,0,Tax 5%,5,Exclusive,1000,1,,,
RELOAD FOR  WOMEN X 30,SUPLEMENTS,,,BOX,5,Brand 2775,11,02-08-2026,3200,Tax 5%,5,Exclusive,3500,1,,,
XYLO ACINO  0.1%,CREAMS AND LOTIONS,,,BOX,5,Brand 2776,11,03-08-2026,2000,Tax 5%,5,Exclusive,2400,16,,,
FOLIMOP,SUPLEMENTS,,,BOX,5,Brand 2777,11,04-08-2026,420,Tax 5%,5,Exclusive,500,18,,,
OCULLARGE EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 2778,11,05-08-2026,900,Tax 5%,5,Exclusive,1000,17,,,
BABY COUGH SYRUP,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2779,11,06-08-2026,1350,Tax 5%,5,Exclusive,1500,0,,,
LAMIVUDINE CUP (JAPAN),MULTIVITAMIN,,,BOX,5,Brand 2780,11,07-08-2026,0,Tax 5%,5,Exclusive,2500,-7,,,
EYE VITAL PLUS,EYE /EAR DROPS,,,BOX,5,Brand 2781,11,08-08-2026,0,Tax 5%,5,Exclusive,3000,1,,,
VERMOX 500MG X 1,MULTIVITAMIN,,,BOX,5,Brand 2782,11,09-08-2026,1000,Tax 5%,5,Exclusive,1200,4,,,
GLYLAX (GLYCEROL ENEMA),SERVICES,,,BOX,5,Brand 2783,11,10-08-2026,350,Tax 5%,5,Exclusive,400,196,,,
EVENING PRIMROSE MASON,SUPLEMENTS,,,BOX,5,Brand 2784,11,11-08-2026,4000,Tax 5%,5,Exclusive,4500,3,,,
GLUTATHIONE WOW,SUPLEMENTS,,,BOX,5,Brand 2785,11,12-08-2026,0,Tax 5%,5,Exclusive,6500,0,,,
PEARS TRANSPARENT 125G,SOAP,,,BOX,5,Brand 2786,11,13-08-2026,550,Tax 5%,5,Exclusive,600,1,,,
COLGATE MOUTH WASH 500ML,SERVICES,,,BOX,5,Brand 2787,11,14-08-2026,1500,Tax 5%,5,Exclusive,1800,1,,,
VITAMIN B6 MASON,SUPLEMENTS,,,BOX,5,Brand 2788,11,15-08-2026,3000,Tax 5%,5,Exclusive,3600,6,,,
ACICLOVIR CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 2789,11,16-08-2026,700,Tax 5%,5,Exclusive,1000,5,,,
CLINCAP CREAM 30G,CREAMS AND LOTIONS,,,BOX,5,Brand 2790,11,17-08-2026,280,Tax 5%,5,Exclusive,300,10,,,
XYLO ACINO  0.05%,CREAMS AND LOTIONS,,,BOX,5,Brand 2791,11,18-08-2026,1850,Tax 5%,5,Exclusive,2200,10,,,
CENCOLD SYRUP,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2792,11,19-08-2026,0,Tax 5%,5,Exclusive,200,24,,,
DEXTRAXIN EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 2793,11,20-08-2026,850,Tax 5%,5,Exclusive,1000,5,,,
MELADININE  0.1%,MULTIVITAMIN,,,BOX,5,Brand 2794,11,21-08-2026,0,Tax 5%,5,Exclusive,6000,2,,,
SAMIRA SLIM DICTER,MULTIVITAMIN,,,BOX,5,Brand 2795,11,22-08-2026,0,Tax 5%,5,Exclusive,1400,-1,,,
VERMOX BY 6 TAB,MULTIVITAMIN,,,BOX,5,Brand 2796,11,23-08-2026,0,Tax 5%,5,Exclusive,1600,4,,,
MOKO BENZYL BENZOATE,RARE,,,BOX,5,Brand 2797,11,24-08-2026,0,Tax 5%,5,Exclusive,400,-4,,,
CODICO  TAB,ANALGESIC,,,BOX,5,Brand 2798,11,25-08-2026,160,Tax 5%,5,Exclusive,200,72,,,
MELATONIN 3MG,SUPLEMENTS,,,BOX,5,Brand 2799,11,26-08-2026,3000,Tax 5%,5,Exclusive,3500,3,,,
COLLAGEN MASON,SUPLEMENTS,,,BOX,5,Brand 2800,11,27-08-2026,6700,Tax 5%,5,Exclusive,7500,3,,,
EXTRACT SOAP,SOAP,,,BOX,5,Brand 2801,11,28-08-2026,900,Tax 5%,5,Exclusive,1000,11,,,
MOUTH RINSE 500ML,SERVICES,,,BOX,5,Brand 2802,11,29-08-2026,0,Tax 5%,5,Exclusive,1800,1,,,
GINKGO  BILOBA MASON,SUPLEMENTS,,,BOX,5,Brand 2803,11,30-08-2026,4000,Tax 5%,5,Exclusive,4500,2,,,
CHLORXY-G GEL,CREAMS AND LOTIONS,,,BOX,5,Brand 2804,11,31-08-2026,0,Tax 5%,5,Exclusive,500,5,,,
VIGINAX  CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 2805,11,01-09-2026,0,Tax 5%,5,Exclusive,300,13,,,
NAN 1,SERVICES,,,BOX,5,Brand 2806,11,02-09-2026,2800,Tax 5%,5,Exclusive,2900,-9,,,
SUDAFED,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2807,11,03-09-2026,0,Tax 5%,5,Exclusive,600,1,,,
MELADININE   10MG,MULTIVITAMIN,,,BOX,5,Brand 2808,11,04-09-2026,0,Tax 5%,5,Exclusive,5000,2,,,
WELLMAN ORIGINAL,MULTIVITAMIN,,,BOX,5,Brand 2809,11,05-09-2026,5000,Tax 5%,5,Exclusive,5500,17,,,
STEPHE'S MIXTURE,ANTACIDS,,,BOX,5,Brand 2810,11,06-09-2026,0,Tax 5%,5,Exclusive,300,6,,,
ALBEROL TAB,SERVICES,,,BOX,5,Brand 2811,11,07-09-2026,100,Tax 5%,5,Exclusive,200,88,,,
GESTOMIL,PROBIOTICS,,,BOX,5,Brand 2812,11,08-09-2026,1800,Tax 5%,5,Exclusive,2000,0,,,
VICKS INHALER,SERVICES,,,BOX,5,Brand 2813,11,09-09-2026,300,Tax 5%,5,Exclusive,400,59,,,
APETABON SYR,SUPLEMENTS,,,BOX,5,Brand 2814,11,10-09-2026,2000,Tax 5%,5,Exclusive,2500,5,,,
VINCOPAM 5,ANTI-DEPPRESSANT,,,BOX,5,Brand 2815,11,11-09-2026,4000,Tax 5%,5,Exclusive,20,2,,,
VIGA SPRAY,SEX   ENHANCCER,,,BOX,5,Brand 2816,11,12-09-2026,2200,Tax 5%,5,Exclusive,2500,4,,,
KOFAREST -PD,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2817,11,13-09-2026,750,Tax 5%,5,Exclusive,800,0,,,
NOSCLAV 1.2G,ANTI-BIOTICS,,,BOX,5,Brand 2818,11,14-09-2026,1000,Tax 5%,5,Exclusive,1400,15,,,
JOY SOAP pkt,SOAP,,,BOX,5,Brand 2819,11,15-09-2026,300,Tax 5%,5,Exclusive,400,30,,,
MICARDIS 80MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 2820,11,16-09-2026,750,Tax 5%,5,Exclusive,900,9,,,
IMMUNBOOST 1 A DAY,SUPLEMENTS,,,BOX,5,Brand 2821,11,17-09-2026,4800,Tax 5%,5,Exclusive,5200,0,,,
CETRIZINE TAB,ANTI ALLERGY,,,BOX,5,Brand 2822,11,18-09-2026,350,Tax 5%,5,Exclusive,400,5,,,
NIGHT OUD,SERVICES,,,BOX,5,Brand 2823,11,19-09-2026,750,Tax 5%,5,Exclusive,900,6,,,
MEASURE SPRAY,SERVICES,,,BOX,5,Brand 2824,11,20-09-2026,1000,Tax 5%,5,Exclusive,1200,0,,,
ADAM'S DESIRE BY 15,SUPLEMENTS,,,BOX,5,Brand 2825,11,21-09-2026,3800,Tax 5%,5,Exclusive,4000,5,,,
GABAPENTIN 300MG INDIA,ANALGESIC,,,BOX,5,Brand 2826,11,22-09-2026,600,Tax 5%,5,Exclusive,800,54,,,
BEOPTIC-N,EYE /EAR DROPS,,,BOX,5,Brand 2827,11,23-09-2026,0,Tax 5%,5,Exclusive,1000,-2,,,
PERFECTIL PLATINIUM X 60,SUPLEMENTS,,,BOX,5,Brand 2828,11,24-09-2026,11500,Tax 5%,5,Exclusive,13000,2,,,
MAXMAN TABLET,SEX   ENHANCCER,,,BOX,5,Brand 2829,11,25-09-2026,500,Tax 5%,5,Exclusive,1000,4,,,
DOOZ 14000 SPRAY,SEX   ENHANCCER,,,BOX,5,Brand 2830,11,26-09-2026,2200,Tax 5%,5,Exclusive,2500,1,,,
SLOW K SACHET,ANTI EPILEPTICS,,,BOX,5,Brand 2831,11,27-09-2026,700,Tax 5%,5,Exclusive,800,11,,,
FLUMOX SYR,ANTI-BIOTICS,,,BOX,5,Brand 2832,11,28-09-2026,1800,Tax 5%,5,Exclusive,2000,0,,,
PREMIER SOAP BIG,SOAP,,,BOX,5,Brand 2833,11,29-09-2026,220,Tax 5%,5,Exclusive,250,15,,,
MULTIVITE SYR,SUPLEMENTS,,,BOX,5,Brand 2834,11,30-09-2026,450,Tax 5%,5,Exclusive,500,2,,,
IMMUNBOOST TUBE VITAMIN 1000MG,SUPLEMENTS,,,BOX,5,Brand 2835,11,01-10-2026,1800,Tax 5%,5,Exclusive,2000,-6,,,
PREGNAGAIN PLUS OMEGA 3,MULTIVITAMIN,,,BOX,5,Brand 2836,11,02-10-2026,5000,Tax 5%,5,Exclusive,5500,0,,,
HOT ICE SPRAY,SERVICES,,,BOX,5,Brand 2837,11,03-10-2026,800,Tax 5%,5,Exclusive,900,0,,,
SOFT SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 2838,11,04-10-2026,1800,Tax 5%,5,Exclusive,2000,0,,,
HEALTHY YOU KID'S FORMULA,SUPLEMENTS,,,BOX,5,Brand 2839,11,05-10-2026,4000,Tax 5%,5,Exclusive,4200,4,,,
HYDROXYUREA 200MG,HORMONAL,,,BOX,5,Brand 2840,11,06-10-2026,700,Tax 5%,5,Exclusive,1000,20,,,
PERMANET 7X7 MOSQUITO NET,SERVICES,,,BOX,5,Brand 2841,11,07-10-2026,2500,Tax 5%,5,Exclusive,3000,3,,,
OVA BOOST,SUPLEMENTS,,,BOX,5,Brand 2842,11,08-10-2026,0,Tax 5%,5,Exclusive,18000,0,,,
HOVID TIMOLOL,EYE /EAR DROPS,,,BOX,5,Brand 2843,11,09-10-2026,0,Tax 5%,5,Exclusive,400,10,,,
VILGET TAB,ANTI HYPERTENSIVE,,,BOX,5,Brand 2844,11,10-10-2026,500,Tax 5%,5,Exclusive,600,2,,,
TIXTLIX CHILDREN,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2845,11,11-10-2026,2800,Tax 5%,5,Exclusive,3000,0,,,
AIR WICK,RARE,,,BOX,5,Brand 2846,11,12-10-2026,230,Tax 5%,5,Exclusive,250,3,,,
KASIMAL 80/480,ANTI-MALARIA,,,BOX,5,Brand 2847,11,13-10-2026,700,Tax 5%,5,Exclusive,800,4,,,
SMART BLACK SPRAY,SERVICES,,,BOX,5,Brand 2848,11,14-10-2026,900,Tax 5%,5,Exclusive,1000,-9,,,
KING BODY SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 2849,11,15-10-2026,1700,Tax 5%,5,Exclusive,2300,0,,,
DYCOLEV TAB,ANTI-BIOTICS,,,BOX,5,Brand 2850,11,16-10-2026,500,Tax 5%,5,Exclusive,800,3,,,
B COMPLEX NATURES FIELD,MULTIVITAMIN,,,BOX,5,Brand 2851,11,17-10-2026,2800,Tax 5%,5,Exclusive,3000,2,,,
VENTOLIN CUP,ANTI ASHMATICS,,,BOX,5,Brand 2852,11,18-10-2026,1800,Tax 5%,5,Exclusive,2000,12,,,
PIRITON EXPECTORANT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2853,11,19-10-2026,500,Tax 5%,5,Exclusive,600,67,,,
OVACARE,SUPLEMENTS,,,BOX,5,Brand 2854,11,20-10-2026,2500,Tax 5%,5,Exclusive,3500,10,,,
BODMAN BODY SPRAY,SERVICES,,,BOX,5,Brand 2855,11,21-10-2026,1800,Tax 5%,5,Exclusive,2000,-3,,,
GLULIFE 500MG,ANTI-DIABETIC,,,BOX,5,Brand 2856,11,22-10-2026,600,Tax 5%,5,Exclusive,700,5,,,
SYNDOL,ANALGESIC,,,BOX,5,Brand 2857,11,23-10-2026,1700,Tax 5%,5,Exclusive,2000,2,,,
CHARM AIR FRESHNER,SERVICES,,,BOX,5,Brand 2858,11,24-10-2026,850,Tax 5%,5,Exclusive,1000,5,,,
MASCULAN SMALL,SERVICES,,,BOX,5,Brand 2859,11,25-10-2026,0,Tax 5%,5,Exclusive,1800,24,,,
AGABAVIN LEVO,ANTI-BIOTICS,,,BOX,5,Brand 2860,11,26-10-2026,800,Tax 5%,5,Exclusive,1000,7,,,
DOLBY BODY SPRAY,SERVICES,,,BOX,5,Brand 2861,11,27-10-2026,800,Tax 5%,5,Exclusive,1000,0,,,
BIG ATTITUDE SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 2862,11,28-10-2026,2000,Tax 5%,5,Exclusive,2400,0,,,
CIPOTEEN,ANTI-BIOTICS,,,BOX,5,Brand 2863,11,29-10-2026,900,Tax 5%,5,Exclusive,1200,3,,,
TABASIL CREAM,ANTI-FUNGAL,,,BOX,5,Brand 2864,11,30-10-2026,700,Tax 5%,5,Exclusive,900,-1,,,
HARD COLLAR,SERVICES,,,BOX,5,Brand 2865,11,31-10-2026,4500,Tax 5%,5,Exclusive,5000,0,,,
PIRITON COLD SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 2866,11,01-11-2026,360,Tax 5%,5,Exclusive,500,11,,,
SUPRADYN CAP,SUPLEMENTS,,,BOX,5,Brand 2867,11,02-11-2026,4500,Tax 5%,5,Exclusive,5000,2,,,
BLACK AND WHITE SPRAY,SERVICES,,,BOX,5,Brand 2868,11,03-11-2026,850,Tax 5%,5,Exclusive,1000,-3,,,
ASPIRIN DISPERSABLE,ANTI HYPERTENSIVE,,,BOX,5,Brand 2869,11,04-11-2026,450,Tax 5%,5,Exclusive,500,6,,,
KNOCK DOWN BIG SPRAY,RARE,,,BOX,5,Brand 2870,11,05-11-2026,1200,Tax 5%,5,Exclusive,1300,16,,,
FAMIILA TISUE,SERVICES,,,BOX,5,Brand 2871,11,06-11-2026,500,Tax 5%,5,Exclusive,100,-27,,,
SOREPILS,LOZENGES,,,BOX,5,Brand 2872,11,07-11-2026,500,Tax 5%,5,Exclusive,600,16,,,
VITAMIN C 1000MG COUNTING,MULTIVITAMIN,,,BOX,5,Brand 2873,11,08-11-2026,60,Tax 5%,5,Exclusive,100,18,,,
MALIZIA BODY SPRAY,SERVICES,,,BOX,5,Brand 2874,11,09-11-2026,850,Tax 5%,5,Exclusive,1000,0,,,
BEING TOGETHER SPRAY,BODY SPRAY/PERFUMES,,,BOX,5,Brand 2875,11,10-11-2026,1900,Tax 5%,5,Exclusive,2400,0,,,
MELOVARD,ANALGESIC,,,BOX,5,Brand 2876,11,11-11-2026,450,Tax 5%,5,Exclusive,500,13,,,
HEALTHY YOU MEN'S FORMULA X 30,SUPLEMENTS,,,BOX,5,Brand 2877,11,12-11-2026,3500,Tax 5%,5,Exclusive,4000,0,,,
TABASIL TABLET 250MG,ANTI-FUNGAL,,,BOX,5,Brand 2878,11,13-11-2026,1700,Tax 5%,5,Exclusive,1000,6,,,
CERVICAL COLLAR,SERVICES,,,BOX,5,Brand 2879,11,14-11-2026,3500,Tax 5%,5,Exclusive,4000,3,,,
SWISS FRESHNER,SERVICES,,,BOX,5,Brand 2880,11,15-11-2026,250,Tax 5%,5,Exclusive,300,3,,,
CENTRUM BY 200,SUPLEMENTS,,,BOX,5,Brand 2881,11,16-11-2026,15000,Tax 5%,5,Exclusive,16500,4,,,
FISH OIL HILLS X 100,SUPLEMENTS,,,BOX,5,Brand 2882,11,17-11-2026,3500,Tax 5%,5,Exclusive,4000,1.5,,,
SLIMING HERB,SERVICES,,,BOX,5,Brand 2883,11,18-11-2026,1000,Tax 5%,5,Exclusive,1200,-12,,,
KNOCK DOWN MEDIUM,RARE,,,BOX,5,Brand 2884,11,19-11-2026,700,Tax 5%,5,Exclusive,800,2,,,
FIBROMED,SUPLEMENTS,,,BOX,5,Brand 2885,11,20-11-2026,9000,Tax 5%,5,Exclusive,10000,1,,,
POLYFORT SUSP,ANTACIDS,,,BOX,5,Brand 2886,11,21-11-2026,700,Tax 5%,5,Exclusive,800,23,,,
IMMUNORHO 300MCG,HORMONAL,,,BOX,5,Brand 2887,11,22-11-2026,0,Tax 5%,5,Exclusive,32000,1,,,
FRESH BODY SPRAY,SERVICES,,,BOX,5,Brand 2888,11,23-11-2026,900,Tax 5%,5,Exclusive,1000,1,,,
IRISH SPRING SOAP,SOAP,,,BOX,5,Brand 2889,11,24-11-2026,400,Tax 5%,5,Exclusive,450,0,,,
COTTON WOOL 500G EDYSONEN,RARE,,,BOX,5,Brand 2890,11,25-11-2026,1800,Tax 5%,5,Exclusive,2000,5,,,
HEALTHY YOU WOMEN'S FORMULA,SUPLEMENTS,,,BOX,5,Brand 2891,11,26-11-2026,3500,Tax 5%,5,Exclusive,4000,0,,,
CLARTEM SUSP,ANTI-MALARIA,,,BOX,5,Brand 2892,11,27-11-2026,500,Tax 5%,5,Exclusive,600,-11,,,
BISOPROLOL 2.5MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 2893,11,28-11-2026,350,Tax 5%,5,Exclusive,400,9,,,
VITAMIN E SAT NATURESFIELD,SUPLEMENTS,,,BOX,5,Brand 2894,11,29-11-2026,700,Tax 5%,5,Exclusive,800,-17,,,
CIPROFLOCAXIN UNICURE X 14,ANTI-BIOTICS,,,BOX,5,Brand 2895,11,30-11-2026,300,Tax 5%,5,Exclusive,500,5,,,
VOARTHERM 150MG,ANTI-MALARIA,,,BOX,5,Brand 2896,11,01-12-2026,1000,Tax 5%,5,Exclusive,1500,38,,,
CHARM BIG SPRAY750ml,RARE,,,BOX,5,Brand 2897,11,02-12-2026,1600,Tax 5%,5,Exclusive,1700,0,,,
MENO EAZE X 60,SUPLEMENTS,,,BOX,5,Brand 2898,11,03-12-2026,7500,Tax 5%,5,Exclusive,8000,0,,,
CYCLOPENTOLATE EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 2899,11,04-12-2026,2500,Tax 5%,5,Exclusive,2600,0,,,
DIARREX,ANTI DIARROHEA,,,BOX,5,Brand 2900,11,05-12-2026,100,Tax 5%,5,Exclusive,200,0,,,
LACTOGEN,BABY FOOD,,,BOX,5,Brand 2901,11,06-12-2026,1650,Tax 5%,5,Exclusive,1700,0,,,
JOINT RENEW MAX STREN X 30,SUPLEMENTS,,,BOX,5,Brand 2902,11,07-12-2026,4700,Tax 5%,5,Exclusive,5500,0,,,
EMVITE X 1000,MULTIVITAMIN,,,BOX,5,Brand 2903,11,08-12-2026,1800,Tax 5%,5,Exclusive,2000,5,,,
MARCINOL10/5MG,ANTI HYPERTENSIVE,,,BOX,5,Brand 2904,11,09-12-2026,1200,Tax 5%,5,Exclusive,1300,14,,,
IMMUNE BOOSTER,SUPLEMENTS,,,BOX,5,Brand 2905,11,10-12-2026,700,Tax 5%,5,Exclusive,1000,3,,,
FUCONAZOLE SYR EMZOR,ANTI-FUNGAL,,,BOX,5,Brand 2906,11,11-12-2026,700,Tax 5%,5,Exclusive,1000,10,,,
JOINT GAIN,SUPLEMENTS,,,BOX,5,Brand 2907,11,12-12-2026,3000,Tax 5%,5,Exclusive,3400,7,,,
QUALITEA,SERVICES,,,BOX,5,Brand 2908,11,13-12-2026,900,Tax 5%,5,Exclusive,1000,0,,,
PHENOBARBITONE 30MG SAT,ANTI EPILEPTICS,,,BOX,5,Brand 2909,11,14-12-2026,100,Tax 5%,5,Exclusive,200,80,,,
CHARM 600ml INSECTICIDE,SERVICES,,,BOX,5,Brand 2910,11,15-12-2026,1300,Tax 5%,5,Exclusive,1500,1,,,
MEMORY CODE x 60,SUPLEMENTS,,,BOX,5,Brand 2911,11,16-12-2026,6500,Tax 5%,5,Exclusive,7500,4,,,
DRESSING TRAY,POWDER,,,BOX,5,Brand 2912,11,17-12-2026,2000,Tax 5%,5,Exclusive,2500,2,,,
LIGNOCAIN PLAIN INJ,ANALGESIC,,,BOX,5,Brand 2913,11,18-12-2026,400,Tax 5%,5,Exclusive,500,1,,,
MY BOY,BABY FOOD,,,BOX,5,Brand 2914,11,19-12-2026,1650,Tax 5%,5,Exclusive,1700,0,,,
JOINT RENEW MAX STR X 90,SUPLEMENTS,,,BOX,5,Brand 2915,11,20-12-2026,8000,Tax 5%,5,Exclusive,9000,2,,,
NORLAND HERBAL TOOTHPASTE,TOOTH PASTE,,,BOX,5,Brand 2916,11,21-12-2026,2000,Tax 5%,5,Exclusive,2500,6,,,
LORATIDINE SIVO,ANTI ALLERGY,,,BOX,5,Brand 2917,11,22-12-2026,100,Tax 5%,5,Exclusive,200,55,,,
